Symbol,CompanyName,Sector,Industry,MarketCapCr,CapCategory
RUSHIL,Rushil Décor Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",493.0,Small Cap
RUSTOMJEE,Keystone Realtors Limited,Real Estate,Real Estate - Development,4741.0,Small Cap
RVHL,Ravinder Heights Limited,Real Estate,Real Estate - Development,244.0,Small Cap
RVNL,Rail Vikas Nigam Limited,Industrials,Engineering & Construction,45360.0,Mid Cap
RVTH,Revathi Equipment India Limited,Industrials,Farm & Heavy Construction Machinery,224.0,Small Cap
S&SPOWER,S&S Power Switchgear Limited,Industrials,Electrical Equipment & Parts,425.0,Small Cap
SAATVIKGL,Saatvik Green Energy Limited,Technology,Solar,5352.0,Small Cap
SADBHAV,Sadbhav Engineering Limited,Industrials,Engineering & Construction,138.0,Small Cap
SAFARI,Safari Industries (India) Limited,Consumer Cyclical,Footwear & Accessories,7346.0,Small Cap
SAGARDEEP,Sagardeep Alloys Limited,Basic Materials,Copper,40.0,Small Cap
SAGCEM,Sagar Cements Limited,Basic Materials,Building Materials,2120.0,Small Cap
SAGILITY,Sagility Limited,Healthcare,Health Information Services,20120.0,Mid Cap
SAHLIBHFI,Shalibhadra Finance Limited,Financial Services,Credit Services,224.0,Small Cap
SAHYADRI,Sahyadri Industries Limited,Industrials,Building Products & Equipment,379.0,Small Cap
SAIL,Steel Authority of India Limited,Basic Materials,Steel,76568.0,Large Cap
SAILIFE,Sai Life Sciences Limited,Healthcare,Diagnostics & Research,30677.0,Mid Cap
SAIPARENT,,Healthcare,Drug Manufacturers - General,2318.0,Small Cap
SAKAR,Sakar Healthcare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1962.0,Small Cap
SAKHTISUG,Sakthi Sugars Limited,Consumer Defensive,Confectioners,256.0,Small Cap
SAKSOFT,Saksoft Limited,Technology,Information Technology Services,2049.0,Small Cap
SAKUMA,Sakuma Exports Limited,Consumer Defensive,Farm Products,256.0,Small Cap
SALASAR,Salasar Techno Engineering Limited,Basic Materials,Steel,1037.0,Small Cap
SALONA,Salona Cotspin Limited,Consumer Cyclical,Textile Manufacturing,143.0,Small Cap
SALSTEEL,S.A.L. Steel Limited,Basic Materials,Steel,1092.0,Small Cap
SALZERELEC,Salzer Electronics Limited,Industrials,Electrical Equipment & Parts,991.0,Small Cap
SAMBHAAV,Sambhaav Media Limited,Communication Services,Publishing,119.0,Small Cap
SAMBHV,Sambhv Steel Tubes Limited,Basic Materials,Steel,3790.0,Small Cap
SAMHI,SAMHI Hotels Limited,Consumer Cyclical,Lodging,3529.0,Small Cap
SAMMAANCAP,Sammaan Capital Limited,Financial Services,Mortgage Finance,17175.0,Mid Cap
SAMPANN,Sampann Utpadan India Limited,Basic Materials,Specialty Chemicals,133.0,Small Cap
SANATHAN,,Consumer Cyclical,Textile Manufacturing,3822.0,Small Cap
SANDESH,The Sandesh Limited,Communication Services,Publishing,780.0,Small Cap
SANDHAR,Sandhar Technologies Limited,Consumer Cyclical,Auto Parts,4103.0,Small Cap
SANDUMA,The Sandur Manganese & Iron Ores Limited,Basic Materials,Steel,9956.0,Small Cap
SANGAMIND,Sangam (India) Limited,Consumer Cyclical,Textile Manufacturing,2765.0,Small Cap
SANGHVIMOV,Sanghvi Movers Limited,Industrials,Rental & Leasing Services,3932.0,Small Cap
SANOFI,Sanofi India Limited,Healthcare,Drug Manufacturers - General,7365.0,Small Cap
SANOFICONR,,Healthcare,Drug Manufacturers - General,9616.0,Small Cap
SANSERA,Sansera Engineering Limited,Consumer Cyclical,Auto Parts,23717.0,Mid Cap
SANSTAR,Sanstar Limited,Basic Materials,Chemicals,2125.0,Small Cap
SAPPHIRE,Sapphire Foods India Limited,Consumer Cyclical,Restaurants,7998.0,Small Cap
SAPPL,Shree Ajit Pulp and Paper Limited,Basic Materials,Paper & Paper Products,,Unknown
SARDAEN,Sarda Energy & Minerals Limited,Basic Materials,Steel,17875.0,Mid Cap
SAREGAMA,Saregama India Limited,Communication Services,Entertainment,9701.0,Small Cap
SARLAPOLY,Sarla Performance Fibers Limited,Consumer Cyclical,Textile Manufacturing,798.0,Small Cap
SARVESHWAR,Sarveshwar Foods Limited,Consumer Defensive,Packaged Foods,430.0,Small Cap
SASKEN,Sasken Technologies Limited,Technology,Information Technology Services,2909.0,Small Cap
SATIA,Satia Industries Limited,Basic Materials,Paper & Paper Products,576.0,Small Cap
SATIN,Satin Creditcare Network Limited,Financial Services,Credit Services,2426.0,Small Cap
SAURASHCEM,Saurashtra Cement Limited,Basic Materials,Building Materials,633.0,Small Cap
SAYAJIHOTL,Sayaji Hotels Limited,Consumer Cyclical,Lodging,590.0,Small Cap
SBC,SBC Exports Limited,Industrials,Conglomerates,1896.0,Small Cap
SBCL,Shivalik Bimetal Controls Limited,Industrials,Metal Fabrication,5877.0,Small Cap
SBFC,SBFC Finance Limited,Financial Services,Credit Services,10244.0,Small Cap
SBGLP,Suratwwala Business Group Limited,Real Estate,Real Estate - Development,421.0,Small Cap
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,61633.0,Large Cap
SBIFUNDS,,Financial Services,Asset Management,110172.0,Large Cap
SBILIFE,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,176158.0,Large Cap
SBIN,State Bank of India,Financial Services,Banks - Regional,959892.0,Large Cap
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,62400.0,Large Cap
SCHAND,S Chand And Company Limited,Communication Services,Publishing,476.0,Small Cap
SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,Electrical Equipment & Parts,27530.0,Mid Cap
SCI,The Shipping Corporation of India Limited,Industrials,Marine Shipping,13427.0,Small Cap
SCILAL,Shipping Corporation of India Land and Assets Limited,Real Estate,Real Estate Services,1863.0,Small Cap
SCODATUBES,Scoda Tubes Limited,Basic Materials,Steel,775.0,Small Cap
SCPL,Sheetal Cool Products Limited,Consumer Defensive,Packaged Foods,686.0,Small Cap
SDBL,Som Distilleries & Breweries Limited,Consumer Defensive,Beverages - Brewers,1510.0,Small Cap
SEAMECLTD,Seamec Limited,Industrials,Marine Shipping,4212.0,Small Cap
SECMARK,SecMark Consultancy Limited,Industrials,Consulting Services,140.0,Small Cap
SECURKLOUD,SecureKloud Technologies Limited,Technology,Software - Application,60.0,Small Cap
SEDEMAC,SEDEMAC Mechatronics Limited,Consumer Cyclical,Auto Parts,13675.0,Small Cap
SEIL,Shanti Educational Initiatives Limited,Consumer Defensive,Education & Training Services,3349.0,Small Cap
SELMC,SEL Manufacturing Company Limited,Consumer Cyclical,Textile Manufacturing,93.0,Small Cap
SENCO,Senco Gold Limited,Consumer Cyclical,Luxury Goods,6014.0,Small Cap
SENORES,Senores Pharmaceuticals Limited,Healthcare,Drug Manufacturers - General,6848.0,Small Cap
SEPC,SEPC Limited,Industrials,Engineering & Construction,1121.0,Small Cap
SERVOTECH,Servotech Renewable Power System Limited,Industrials,Electrical Equipment & Parts,1837.0,Small Cap
SESHAPAPER,Seshasayee Paper and Boards Limited,Basic Materials,Paper & Paper Products,1435.0,Small Cap
SETL,Standard Engineering Technology Limited,Industrials,Specialty Industrial Machinery,6332.0,Small Cap
SFL,Sheela Foam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",7037.0,Small Cap
SGFIN,SG Finserve Limited,Financial Services,Capital Markets,4575.0,Small Cap
SGIL,Synergy Green Industries Limited,Industrials,Metal Fabrication,893.0,Small Cap
SGL,STL Global Limited,Consumer Cyclical,Textile Manufacturing,27.0,Small Cap
SGMART,SG Mart Limited,Industrials,Industrial Distribution,10606.0,Small Cap
SHADOWFAX,,Industrials,Integrated Freight & Logistics,15123.0,Mid Cap
SHAH,Shah Metacorp Limited,Basic Materials,Steel,327.0,Small Cap
SHAHALLOYS,Shah Alloys Limited,Basic Materials,Steel,153.0,Small Cap
SHAILY,Shaily Engineering Plastics Limited,Basic Materials,Specialty Chemicals,14690.0,Small Cap
SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials,Specialty Industrial Machinery,6053.0,Small Cap
SHALBY,Shalby Limited,Healthcare,Medical Care Facilities,1643.0,Small Cap
SHANKARA,Shankara Building Products Limited,Consumer Cyclical,Home Improvement Retail,355.0,Small Cap
SHANTI,Shanti Overseas (India) Limited,Consumer Defensive,Farm Products,7.0,Small Cap
SHANTIGEAR,Shanthi Gears Limited,Industrials,Specialty Industrial Machinery,4077.0,Small Cap
SHANTIGOLD,,Consumer Cyclical,Luxury Goods,1890.0,Small Cap
SHARDACROP,Sharda Cropchem Limited,Basic Materials,Agricultural Inputs,6946.0,Small Cap
SHARDAMOTR,Sharda Motor Industries Limited,Consumer Cyclical,Auto Parts,5035.0,Small Cap
SHAREINDIA,Share India Securities Limited,Financial Services,Capital Markets,3772.0,Small Cap
SHBAJRG,Shri Bajrang Alliance Limited,Basic Materials,Steel,148.0,Small Cap
SHEKHAWATI,Shekhawati Industries Limited,Consumer Cyclical,Textile Manufacturing,60.0,Small Cap
SHILCTECH,Shilchar Technologies Limited,Industrials,Electrical Equipment & Parts,4496.0,Small Cap
SHILPAMED,Shilpa Medicare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,16734.0,Mid Cap
SHINDL,Sharat Industries Limited,Consumer Defensive,Farm Products,,Unknown
SHIVATEX,Shiva Texyarn Limited,Consumer Cyclical,Textile Manufacturing,232.0,Small Cap
SHIVAUM,Shiv Aum Steels Limited,Basic Materials,Steel,599.0,Small Cap
SHK,S H Kelkar and Company Limited,Basic Materials,Specialty Chemicals,2122.0,Small Cap
SHOPERSTOP,Shoppers Stop Limited,Consumer Cyclical,Department Stores,4372.0,Small Cap
SHRADHA,Shradha Realty Limited,Real Estate,Real Estate - Development,190.0,Small Cap
SHREDIGCEM,Shree Digvijay Cement Company Limited,Basic Materials,Building Materials,1080.0,Small Cap
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,87730.0,Large Cap
SHREEJISPG,,Industrials,Marine Shipping,10441.0,Small Cap
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials,Specialty Chemicals,1413.0,Small Cap
SHREERAMA,Shree Rama Multi-Tech Limited,Consumer Cyclical,Packaging & Containers,588.0,Small Cap
SHREYANIND,Shreyans Industries Limited,Basic Materials,Paper & Paper Products,171.0,Small Cap
SHRIKRISH,Shri Krishna Devcon Limited,Unknown,Unknown,,Unknown
SHRINGARMS,Shringar House of Mangalsutra Limited,Consumer Cyclical,Luxury Goods,2176.0,Small Cap
SHRIPISTON,SPR Auto Technologies Limited,Consumer Cyclical,Auto Parts,20351.0,Mid Cap
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Credit Services,264311.0,Large Cap
SHRIRAMPPS,Shriram Properties Limited,Real Estate,Real Estate - Development,1318.0,Small Cap
SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,Steel,28142.0,Mid Cap
SICAGEN,Sicagen India Limited,Basic Materials,Steel,214.0,Small Cap
SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery,146971.0,Large Cap
SIGIND,Signet Industries Limited,Industrials,Conglomerates,197.0,Small Cap
SIGMA,Sigma Solve Limited,Technology,Information Technology Services,501.0,Small Cap
SIGNATURE,Signatureglobal (India) Limited,Real Estate,Real Estate - Development,11109.0,Small Cap
SIGNPOST,Signpost India Limited,Communication Services,Advertising Agencies,1375.0,Small Cap
SIKA,Sika Interplant Systems Limited,Industrials,Aerospace & Defense,,Unknown
SIKKO,Sikko Industries Limited,Basic Materials,Agricultural Inputs,222.0,Small Cap
SIL,Standard Industries Limited,Consumer Cyclical,Textile Manufacturing,129.0,Small Cap
SILGO,Silgo Retail Limited,Consumer Cyclical,Luxury Goods,189.0,Small Cap
SILINV,SIL Investments Limited,Financial Services,Asset Management,503.0,Small Cap
SILLYMONKS,Silly Monks Entertainment Limited,Communication Services,Entertainment,17.0,Small Cap
SILVERTUC,Silver Touch Technologies Limited,Technology,Information Technology Services,2226.0,Small Cap
SIMPLEXINF,Simplex Infrastructures Limited,Industrials,Engineering & Construction,1980.0,Small Cap
SINCLAIR,Sinclairs Hotels Limited,Consumer Cyclical,Lodging,384.0,Small Cap
SINDHUTRAD,Sindhu Trade Links Limited,Industrials,Conglomerates,3724.0,Small Cap
SINGERIND,Singer India Limited,,,,Unknown
SINTERCOM,Sintercom India Limited,Consumer Cyclical,Auto Parts,220.0,Small Cap
SIRCA,Sirca Paints India Limited,Basic Materials,Specialty Chemicals,2503.0,Small Cap
SIS,SIS Limited,Industrials,Security & Protection Services,5855.0,Small Cap
SIYSIL,Siyaram Silk Mills Limited,Consumer Cyclical,Textile Manufacturing,2566.0,Small Cap
SJS,S.J.S. Enterprises Limited,Consumer Cyclical,Auto Parts,8173.0,Small Cap
SJVN,SJVN Limited,Utilities,Utilities - Renewable,25744.0,Mid Cap
SKFINDIA,SKF India Limited,Industrials,Tools & Accessories,7748.0,Small Cap
SKFINDUS,,Industrials,Tools & Accessories,13463.0,Small Cap
SKIPPER,Skipper Limited,Industrials,Engineering & Construction,6277.0,Small Cap
SKMEGGPROD,SKM Egg Products Export (India) Limited,Consumer Defensive,Packaged Foods,1368.0,Small Cap
SKYGOLD,Sky Gold and Diamonds Limited,Consumer Cyclical,Luxury Goods,12954.0,Small Cap
SMARTWORKS,,Real Estate,Real Estate Services,6226.0,Small Cap
SMCGLOBAL,SMC Global Securities Limited,Financial Services,Capital Markets,1653.0,Small Cap
SMLMAH,SML Mahindra Limited,Consumer Cyclical,Auto Manufacturers,7483.0,Small Cap
SMLT,Sarthak Metals Limited,Industrials,Metal Fabrication,94.0,Small Cap
SMSPHARMA,SMS Pharmaceuticals Limited,Healthcare,Drug Manufacturers - General,3322.0,Small Cap
SNOWMAN,Snowman Logistics Limited,Industrials,Integrated Freight & Logistics,624.0,Small Cap
SOBHA,Sobha Limited,Real Estate,Real Estate - Development,13676.0,Small Cap
SOLARA,Solara Active Pharma Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,3064.0,Small Cap
SOLARINDS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,178854.0,Large Cap
SOLARWORLD,,Technology,Solar,1299.0,Small Cap
SOLEX,Solex Energy Limited,Technology,Solar,851.0,Small Cap
SOMANYCERA,Somany Ceramics Limited,Industrials,Building Products & Equipment,2214.0,Small Cap
SOMATEX,Soma Textiles & Industries Limited,Consumer Cyclical,Textile Manufacturing,300.0,Small Cap
SOMICONVEY,Somi Conveyor Beltings Limited,Industrials,Specialty Industrial Machinery,114.0,Small Cap
SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical,Auto Parts,50173.0,Large Cap
SONAL,Sonal Mercantile Limited,Financial Services,Credit Services,,Unknown
SONAMLTD,Sonam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",257.0,Small Cap
SONATSOFTW,Sonata Software Limited,Technology,Information Technology Services,8315.0,Small Cap
SOTL,Savita Oil Technologies Limited,Basic Materials,Specialty Chemicals,4629.0,Small Cap
SOUTHBANK,The South Indian Bank Limited,Financial Services,Banks - Regional,11871.0,Small Cap
SOUTHWEST,South West Pinnacle Exploration Limited,Energy,Oil & Gas Equipment & Services,700.0,Small Cap
SPAL,S.P. Apparels Limited,Consumer Cyclical,Apparel Manufacturing,2374.0,Small Cap
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,Credit Services,2142.0,Small Cap
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,6299.0,Small Cap
SPCENET,Spacenet Enterprises India Limited,Financial Services,Capital Markets,192.0,Small Cap
SPECIALITY,Speciality Restaurants Limited,Consumer Cyclical,Restaurants,695.0,Small Cap
SPECTRUM,,Industrials,Electrical Equipment & Parts,3394.0,Small Cap
SPENCERS,Spencer's Retail Limited,Consumer Cyclical,Department Stores,267.0,Small Cap
SPIC,Southern Petrochemical Industries Corporation Limited,Basic Materials,Agricultural Inputs,1442.0,Small Cap
SPLIL,SPL Industries Limited,Consumer Cyclical,Apparel Manufacturing,89.0,Small Cap
SPLPETRO,Supreme Petrochem Limited,Basic Materials,Specialty Chemicals,13169.0,Small Cap
SPMLINFRA,SPML Infra Limited,Industrials,Engineering & Construction,1586.0,Small Cap
SPORTKING,Sportking India Limited,Consumer Cyclical,Textile Manufacturing,2930.0,Small Cap
SRD,Shankar Lal Rampal Dye-Chem Limited,Basic Materials,Specialty Chemicals,256.0,Small Cap
SREEL,Sreeleathers Limited,Consumer Cyclical,Footwear & Accessories,607.0,Small Cap
SRF,SRF Limited,Industrials,Conglomerates,75853.0,Large Cap
SRGHFL,SRG Housing Finance Limited,Financial Services,Mortgage Finance,404.0,Small Cap
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Basic Materials,Chemicals,812.0,Small Cap
SRM,SRM Contractors Limited,Industrials,Engineering & Construction,1063.0,Small Cap
SRTL,Shree Ram Twistex Limited,Consumer Cyclical,Textile Manufacturing,159.0,Small Cap
SSDL,Saraswati Saree Depot Limited,Consumer Cyclical,Apparel Retail,228.0,Small Cap
SSWL,Steel Strips Wheels Limited,Consumer Cyclical,Auto Parts,4575.0,Small Cap
STALLION,,Basic Materials,Specialty Chemicals,2617.0,Small Cap
STANLEY,Stanley Lifestyles Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",771.0,Small Cap
STAR,Strides Pharma Science Limited,Healthcare,Drug Manufacturers - Specialty & Generic,9030.0,Small Cap
STARCEMENT,Star Cement Limited,Basic Materials,Building Materials,7837.0,Small Cap
STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,Insurance - Life,34348.0,Mid Cap
STARPAPER,Star Paper Mills Limited,Basic Materials,Paper & Paper Products,234.0,Small Cap
STARTECK,Starteck Finance Limited,Financial Services,Credit Services,253.0,Small Cap
STCINDIA,The State Trading Corporation of India Limited,Industrials,Conglomerates,727.0,Small Cap
STEELCAS,Steelcast Limited,Basic Materials,Steel,3459.0,Small Cap
STEELCITY,Steel City Securities Limited,Financial Services,Capital Markets,133.0,Small Cap
STEELXIND,Steel Exchange India Limited,Basic Materials,Steel,1378.0,Small Cap
STEL,STEL Holdings Limited,Financial Services,Asset Management,1128.0,Small Cap
STOVEKRAFT,Stove Kraft Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2633.0,Small Cap
STUDDS,Studds Accessories Limited,Consumer Cyclical,Auto Parts,1771.0,Small Cap
STYL,Seshaasai Technologies Limited,Technology,Software - Infrastructure,6206.0,Small Cap
STYLAMIND,Stylam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6027.0,Small Cap
STYRENIX,Styrenix Performance Materials Limited,Basic Materials,Chemicals,3686.0,Small Cap
SUBROS,Subros Limited,Consumer Cyclical,Auto Parts,4773.0,Small Cap
SUDARCOLOR,Sudarshan Colorants India Limited,Basic Materials,Specialty Chemicals,923.0,Small Cap
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,Specialty Chemicals,9793.0,Small Cap
SUDEEPPHRM,,Healthcare,Drug Manufacturers - Specialty & Generic,12525.0,Small Cap
SUKHJITS,The Sukhjit Starch & Chemicals Limited,Basic Materials,Specialty Chemicals,500.0,Small Cap
SULA,Sula Vineyards Limited,Consumer Defensive,Beverages - Wineries & Distilleries,1222.0,Small Cap
SUMEETINDS,Sumeet Industries Limited,Consumer Cyclical,Textile Manufacturing,898.0,Small Cap
SUMICHEM,Sumitomo Chemical India Limited,Basic Materials,Agricultural Inputs,25948.0,Mid Cap
SUMIT,Sumit Woods Limited,Real Estate,Real Estate - Development,234.0,Small Cap
SUMMITSEC,Summit Securities Limited,Financial Services,Capital Markets,1553.0,Small Cap
SUNCLAY,Sundaram-Clayton Limited,Industrials,Metal Fabrication,2798.0,Small Cap
SUNDARAM,Sundaram Multi Pap Limited,Basic Materials,Paper & Paper Products,60.0,Small Cap
SUNDARMFIN,Sundaram Finance Limited,Financial Services,Credit Services,49501.0,Mid Cap
SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical,Auto Parts,25408.0,Mid Cap
SUNDROP,Sundrop Brands Limited,Consumer Defensive,Packaged Foods,2470.0,Small Cap
SUNFLAG,Sunflag Iron and Steel Company Limited,Basic Materials,Steel,6293.0,Small Cap
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,457577.0,Large Cap
SUNTECK,Sunteck Realty Limited,Real Estate,Real Estate - Development,4592.0,Small Cap
SUNTV,Sun TV Network Limited,Communication Services,Broadcasting,18469.0,Mid Cap
SUPERHOUSE,Superhouse Limited,Consumer Cyclical,Footwear & Accessories,194.0,Small Cap
SUPRAJIT,Suprajit Engineering Limited,Consumer Cyclical,Auto Parts,6902.0,Small Cap
SUPREME,Supreme Holdings & Hospitality (India) Limited,Real Estate,Real Estate - Development,154.0,Small Cap
SUPREMEIND,The Supreme Industries Limited,Industrials,Building Products & Equipment,45635.0,Mid Cap
SUPREMEINF,Supreme Infrastructure India Limited,Industrials,Engineering & Construction,848.0,Small Cap
SUPRIYA,Supriya Lifescience Limited,Healthcare,Biotechnology,6385.0,Small Cap
SURAJEST,,Real Estate,Real Estate - Development,931.0,Small Cap
SURAJLTD,Suraj Limited,Basic Materials,Steel,384.0,Small Cap
SURAKSHA,,Healthcare,Diagnostics & Research,1650.0,Small Cap
SURANASOL,Surana Solar Limited,Technology,Solar,127.0,Small Cap
SURANAT&P,Surana Telecom and Power Limited,Utilities,Utilities - Independent Power Producers,221.0,Small Cap
SURYALA,Suryalata Spinning Mills Limited,Consumer Cyclical,Textile Manufacturing,,Unknown
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Cyclical,Textile Manufacturing,106.0,Small Cap
SURYAROSNI,Surya Roshni Limited,Basic Materials,Steel,4784.0,Small Cap
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Banks - Regional,1605.0,Small Cap
SUVEN,Suven Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,10167.0,Small Cap
SUVIDHAA,Suvidhaa Infoserve Limited,Technology,Information Technology Services,49.0,Small Cap
SUYOG,Suyog Telematics Limited,Communication Services,Telecom Services,872.0,Small Cap
SUZLON,Suzlon Energy Limited,Industrials,Specialty Industrial Machinery,63877.0,Large Cap
SWANCORP,Swan Corp Limited,Industrials,Conglomerates,9393.0,Small Cap
SWARAJENG,Swaraj Engines Limited,Consumer Cyclical,Auto Parts,4316.0,Small Cap
SWELECTES,Swelect Energy Systems Limited,Technology,Solar,936.0,Small Cap
SWIGGY,Swiggy Limited,Consumer Cyclical,Internet Retail,75273.0,Large Cap
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Technology,Solar,4558.0,Small Cap
SYMPHONY,Symphony Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4081.0,Small Cap
SYNCOMF,Syncom Formulations (India) Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1657.0,Small Cap
SYNGENE,Syngene International Limited,Healthcare,Diagnostics & Research,16289.0,Mid Cap
SYRMA,Syrma SGS Technology Limited,Technology,Electronic Components,28112.0,Mid Cap
TAALTECH,TAAL Tech Limited,Industrials,Airports & Air Services,,Unknown
TAINWALCHM,Tainwala Chemicals and Plastics (India) Limited,Basic Materials,Specialty Chemicals,201.0,Small Cap
TAJGVK,TAJGVK Hotels & Resorts Limited,Consumer Cyclical,Lodging,2197.0,Small Cap
TAKE,TAKE LIMITED,Healthcare,Health Information Services,275.0,Small Cap
TALBROAUTO,Talbros Automotive Components Limited,Consumer Cyclical,Auto Parts,2527.0,Small Cap
TANLA,Tanla Platforms Limited,Technology,Software - Application,7327.0,Small Cap
TARACHAND,Tara Chand Infralogistic Solutions Limited,Industrials,Farm & Heavy Construction Machinery,377.0,Small Cap
TARAPUR,Tarapur Transformers Limited,Industrials,Specialty Industrial Machinery,30.0,Small Cap
TARC,TARC Limited,Real Estate,Real Estate - Development,3566.0,Small Cap
TARIL,Transformers and Rectifiers (India) Limited,Industrials,Electrical Equipment & Parts,9188.0,Small Cap
TARMAT,Tarmat Limited,Industrials,Engineering & Construction,135.0,Small Cap
TARSONS,Tarsons Products Limited,Healthcare,Medical Instruments & Supplies,1838.0,Small Cap
TASTYBITE,Tasty Bite Eatables Limited,Consumer Defensive,Packaged Foods,2571.0,Small Cap
TATACAP,Tata Capital Limited,Financial Services,Credit Services,152771.0,Large Cap
TATACHEM,Tata Chemicals Limited,Basic Materials,Chemicals,15981.0,Mid Cap
TATACOMM,Tata Communications Limited,Communication Services,Telecom Services,48205.0,Mid Cap
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,104165.0,Large Cap
TATAELXSI,Tata Elxsi Limited,Technology,Software - Application,22519.0,Mid Cap
TATAINVEST,Tata Investment Corporation Limited,Financial Services,Asset Management,32497.0,Mid Cap
TATAPOWER,The Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,117844.0,Large Cap
TATASTEEL,Tata Steel Limited,Basic Materials,Steel,229066.0,Large Cap
TATATECH,Tata Technologies Limited,Technology,Information Technology Services,32431.0,Mid Cap
TATVA,Tatva Chintan Pharma Chem Limited,Basic Materials,Specialty Chemicals,3702.0,Small Cap
TBOTEK,TBO Tek Limited,Consumer Cyclical,Travel Services,18367.0,Mid Cap
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,Luxury Goods,1819.0,Small Cap
TCC,TCC Concept Limited,,,,Unknown
TCI,Transport Corporation of India Limited,Industrials,Integrated Freight & Logistics,6883.0,Small Cap
TCIEXP,TCI Express Limited,Industrials,Integrated Freight & Logistics,2047.0,Small Cap
TCPLPACK,TCPL Packaging Limited,Consumer Cyclical,Packaging & Containers,3570.0,Small Cap
TCS,Tata Consultancy Services Limited,Technology,Information Technology Services,824454.0,Large Cap
TDPOWERSYS,TD Power Systems Limited,Industrials,Specialty Industrial Machinery,22969.0,Mid Cap
TEAMGTY,Team India Guaranty Limited,Financial Services,Asset Management,207.0,Small Cap
TEAMLEASE,TeamLease Services Limited,Industrials,Staffing & Employment Services,1884.0,Small Cap
TECHM,Tech Mahindra Limited,Technology,Information Technology Services,139432.0,Large Cap
TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Engineering & Construction,11542.0,Small Cap
TECHNVISN,TechNVision Ventures Limited,Technology,Software - Application,,Unknown
TECILCHEM,Tecil Chemicals and Hydro Power Ltd.,Financial Services,Shell Companies,17.0,Small Cap
TEGA,Tega Industries Limited,Industrials,Specialty Industrial Machinery,12628.0,Small Cap
TEJASNET,Tejas Networks Limited,Technology,Communication Equipment,8940.0,Small Cap
TEMBO,Tembo Global Industries Limited,Industrials,Metal Fabrication,872.0,Small Cap
TENNIND,Tenneco Clean Air India Limited,Consumer Cyclical,Auto Parts,22017.0,Mid Cap
TERASOFT,Tera Software Limited,Technology,Information Technology Services,378.0,Small Cap
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Real Estate,Real Estate Services,1411.0,Small Cap
TEXMOPIPES,Texmo Pipes and Products Limited,Industrials,Building Products & Equipment,136.0,Small Cap
TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,Railroads,4385.0,Small Cap
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Credit Services,6324.0,Small Cap
TFL,Transwarranty Finance Limited,Financial Services,Mortgage Finance,65.0,Small Cap
TGBHOTELS,TGB Banquets and Hotels Limited,Consumer Cyclical,Lodging,28.0,Small Cap
THAKDEV,Thakkers Developers Limited,Real Estate,Real Estate - Development,,Unknown
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,Luxury Goods,16742.0,Mid Cap
THEINVEST,The Investment Trust of India Limited,Financial Services,Capital Markets,494.0,Small Cap
