Symbol,CompanyName,Sector,Industry,MarketCapCr,CapCategory
IGIL,International Gemological Institute Limited,Basic Materials,Other Precious Metals & Mining,14739.0,Small Cap
IGL,Indraprastha Gas Limited,Utilities,Utilities - Regulated Gas,20822.0,Mid Cap
IGPL,I G Petrochemicals Limited,Basic Materials,Chemicals,1504.0,Small Cap
IIFL,IIFL Finance Limited,Financial Services,Credit Services,28503.0,Mid Cap
IIFLCAPS,IIFL Capital Services Limited,Financial Services,Capital Markets,10563.0,Small Cap
IITL,Industrial Investment Trust Limited,Financial Services,Credit Services,362.0,Small Cap
IKIO,IKIO Technologies Limited,Technology,Electronic Components,1474.0,Small Cap
IKS,Inventurus Knowledge Solutions Limited,Healthcare,Health Information Services,29945.0,Mid Cap
IMAGICAA,Imagicaaworld Entertainment Limited,Communication Services,Entertainment,2795.0,Small Cap
IMFA,Indian Metals and Ferro Alloys Limited,Basic Materials,Other Industrial Metals & Mining,7489.0,Small Cap
IMPAL,India Motor Parts & Accessories Limited,Consumer Cyclical,Auto Parts,1369.0,Small Cap
INA,Insolation Energy Limited,Technology,Solar,2055.0,Small Cap
INCREDIBLE,Incredible Industries Limited,Basic Materials,Steel,155.0,Small Cap
INDBANK,Indbank Merchant Banking Services Limited,Financial Services,Capital Markets,141.0,Small Cap
INDGN,Indegene Limited,Healthcare,Health Information Services,13511.0,Small Cap
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,105385.0,Large Cap
INDIACEM,The India Cements Limited,Basic Materials,Building Materials,16946.0,Mid Cap
INDIAGLYCO,India Glycols Limited,Basic Materials,Chemicals,7891.0,Small Cap
INDIAMART,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,105581.0,Large Cap
INDIANB,Indian Bank,Financial Services,Banks - Regional,117799.0,Large Cap
INDIANCARD,The Indian Card Clothing Company Limited,Consumer Cyclical,Textile Manufacturing,123.0,Small Cap
INDIANHUME,The Indian Hume Pipe Company Limited,Industrials,Engineering & Construction,2050.0,Small Cap
INDIASHLTR,India Shelter Finance Corporation Limited,Financial Services,Mortgage Finance,7137.0,Small Cap
INDIGO,InterGlobe Aviation Limited,Industrials,Airlines,197277.0,Large Cap
INDIGOPNTS,Indigo Paints Limited,Basic Materials,Specialty Chemicals,5423.0,Small Cap
INDIQUBE,,Real Estate,Real Estate Services,4075.0,Small Cap
INDNIPPON,India Nippon Electricals Limited,Consumer Cyclical,Auto Parts,2408.0,Small Cap
INDOBORAX,Indo Borax & Chemicals Limited,Basic Materials,Chemicals,1567.0,Small Cap
INDOCO,Indoco Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2007.0,Small Cap
INDOFARM,,Industrials,Farm & Heavy Construction Machinery,665.0,Small Cap
INDOMIM,INDO-MIM Limited,Industrials,Metal Fabrication,44212.0,Mid Cap
INDORAMA,Indo Rama Synthetics (India) Limited,Consumer Cyclical,Textile Manufacturing,1591.0,Small Cap
INDOSTAR,IndoStar Capital Finance Limited,Financial Services,Credit Services,4179.0,Small Cap
INDOTHAI,Indo Thai Securities Limited,Financial Services,Capital Markets,693.0,Small Cap
INDOUS,Indo Us Bio-Tech Limited,Basic Materials,Agricultural Inputs,166.0,Small Cap
INDOWIND,Indowind Energy Limited,Utilities,Utilities - Renewable,147.0,Small Cap
INDPRUD,Industrial And Prudential Investment Company Limited,Financial Services,Asset Management,,Unknown
INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare,Medical Care Facilities,3415.0,Small Cap
INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2812.0,Small Cap
INDTERRAIN,Indian Terrain Fashions Limited,Consumer Cyclical,Apparel Retail,152.0,Small Cap
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,78748.0,Large Cap
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,101915.0,Large Cap
INFOBEAN,InfoBeans Technologies Limited,Technology,Software - Application,1506.0,Small Cap
INFOMEDIA,Infomedia Press Limited,Financial Services,Shell Companies,27.0,Small Cap
INFY,Infosys Limited,Technology,Information Technology Services,455558.0,Large Cap
INGERRAND,Ingersoll-Rand (India) Limited,Industrials,Specialty Industrial Machinery,14487.0,Small Cap
INNOVACAP,Innova Captab Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5969.0,Small Cap
INNOVANA,,Technology,Software - Application,665.0,Small Cap
INNOVISION,,Industrials,Staffing & Employment Services,614.0,Small Cap
INOXINDIA,INOX India Limited,Industrials,Specialty Industrial Machinery,17365.0,Mid Cap
INOXWIND,Inox Wind Limited,Industrials,Specialty Industrial Machinery,12651.0,Small Cap
INSECTICID,Insecticides (India) Limited,Basic Materials,Agricultural Inputs,1683.0,Small Cap
INTELLECT,Intellect Design Arena Limited,Technology,Software - Application,9519.0,Small Cap
INTENTECH,Intense Technologies Limited,Technology,Software - Infrastructure,187.0,Small Cap
INTERARCH,Interarch Building Solutions Limited,Industrials,Engineering & Construction,2804.0,Small Cap
INTLCONV,International Conveyors Limited,Industrials,Specialty Industrial Machinery,484.0,Small Cap
INVENTURE,Inventure Growth & Securities Limited,Financial Services,Capital Markets,89.0,Small Cap
IOB,Indian Overseas Bank,Financial Services,Banks - Regional,63470.0,Large Cap
IOC,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing,194322.0,Large Cap
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5038.0,Small Cap
IONEXCHANG,Ion Exchange (India) Limited,Industrials,Pollution & Treatment Controls,4552.0,Small Cap
IPCALAB,Ipca Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,48919.0,Mid Cap
IPL,India Pesticides Limited,Basic Materials,Agricultural Inputs,1612.0,Small Cap
IRB,IRB Infrastructure Developers Limited,Industrials,Infrastructure Operations,22695.0,Mid Cap
IRCON,Ircon International Limited,Industrials,Engineering & Construction,11518.0,Small Cap
IRCTC,Indian Railway Catering & Tourism Corporation Limited,Consumer Cyclical,Travel Services,38612.0,Mid Cap
IREDA,Indian Renewable Energy Development Agency Limited,Financial Services,Credit Services,32626.0,Mid Cap
IRFC,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,111357.0,Large Cap
IRIS,IRIS RegTech Solutions Limited,Technology,Software - Application,490.0,Small Cap
IRISDOREME,Iris Clothings Limited,Consumer Cyclical,Apparel Manufacturing,978.0,Small Cap
IRMENERGY,IRM Energy Limited,Utilities,Utilities - Regulated Gas,1139.0,Small Cap
ISFT,IntraSoft Technologies Limited,Consumer Cyclical,Internet Retail,151.0,Small Cap
ISGEC,Isgec Heavy Engineering Limited,Industrials,Specialty Industrial Machinery,5572.0,Small Cap
ISHANCH,Ishan Dyes and Chemicals Limited,Basic Materials,Chemicals,125.0,Small Cap
ITC,ITC Limited,Consumer Defensive,Tobacco,337302.0,Large Cap
ITCHOTELS,,Consumer Cyclical,Resorts & Casinos,34592.0,Mid Cap
ITDC,India Tourism Development Corporation Limited,Consumer Cyclical,Lodging,5831.0,Small Cap
ITI,ITI Limited,Technology,Communication Equipment,26642.0,Mid Cap
IVALUE,iValue Infosolutions Limited,Technology,Information Technology Services,1532.0,Small Cap
IVC,IL&FS Investment Managers Limited,Financial Services,Financial Conglomerates,253.0,Small Cap
IWP,The Indian Wood Products Company Limited,Basic Materials,Lumber & Wood Production,,Unknown
IXIGO,Le Travenues Technology Limited,Consumer Cyclical,Travel Services,7469.0,Small Cap
IZMO,IZMO Limited,Technology,Software - Application,1267.0,Small Cap
J&KBANK,Jammu and Kashmir Bank Limited,Financial Services,Banks - Regional,16441.0,Mid Cap
JAGRAN,Jagran Prakashan Limited,Communication Services,Publishing,1341.0,Small Cap
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1571.0,Small Cap
JAICORPLTD,Jai Corp Limited,Basic Materials,Specialty Chemicals,1767.0,Small Cap
JAINREC,Jain Resource Recycling Limited,Basic Materials,Other Industrial Metals & Mining,9944.0,Small Cap
JAIPURKURT,Nandani Creation Limited,Consumer Cyclical,Apparel Manufacturing,45.0,Small Cap
JAMNAAUTO,Jamna Auto Industries Limited,Consumer Cyclical,Auto Parts,4783.0,Small Cap
JARO,Jaro Institute of Technology Management and Research Limited,Consumer Defensive,Education & Training Services,1035.0,Small Cap
JASH,Jash Engineering Limited,Industrials,Specialty Industrial Machinery,3030.0,Small Cap
JAYAGROGN,Jayant Agro-Organics Limited,Basic Materials,Specialty Chemicals,698.0,Small Cap
JAYBARMARU,Jay Bharat Maruti Limited,Consumer Cyclical,Auto Parts,1334.0,Small Cap
JAYKAY,Jaykay Enterprises Limited,Industrials,Specialty Business Services,2075.0,Small Cap
JAYNECOIND,Jayaswal Neco Industries Limited,Basic Materials,Steel,9846.0,Small Cap
JAYSREETEA,Jay Shree Tea & Industries Limited,Consumer Defensive,Farm Products,310.0,Small Cap
JBMA,JBM Auto Limited,Consumer Cyclical,Auto Parts,15309.0,Mid Cap
JETFREIGHT,Jet Freight Logistics Limited,Industrials,Integrated Freight & Logistics,104.0,Small Cap
JGCHEM,J.G. Chemicals Limited,Basic Materials,Other Industrial Metals & Mining,2271.0,Small Cap
JHS,JHS Svendgaard Laboratories Limited,Consumer Defensive,Household & Personal Products,77.0,Small Cap
JINDALPHOT,Jindal Photo Limited,Financial Services,Asset Management,1067.0,Small Cap
JINDALPOLY,Jindal Poly Films Limited,Consumer Cyclical,Packaging & Containers,2855.0,Small Cap
JINDALSAW,Jindal Saw Limited,Basic Materials,Steel,18006.0,Mid Cap
JINDALSTEL,Jindal Steel Limited,Basic Materials,Steel,117316.0,Large Cap
JINDRILL,Jindal Drilling & Industries Limited,Energy,Oil & Gas Equipment & Services,1796.0,Small Cap
JINDWORLD,Jindal Worldwide Limited,Consumer Cyclical,Textile Manufacturing,3514.0,Small Cap
JIOFIN,Jio Financial Services Limited,Financial Services,Asset Management,159202.0,Large Cap
JISLDVREQS,Jain Irrigation Systems Limited,Industrials,Conglomerates,1540.0,Small Cap
JISLJALEQS,Jain Irrigation Systems Limited,Industrials,Conglomerates,2027.0,Small Cap
JITFINFRA,JITF Infralogistics Limited,Industrials,Engineering & Construction,817.0,Small Cap
JKCEMENT,J.K. Cement Limited,Basic Materials,Building Materials,40102.0,Mid Cap
JKIL,J. Kumar Infraprojects Limited,Industrials,Engineering & Construction,3769.0,Small Cap
JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,Building Materials,6758.0,Small Cap
JKPAPER,JK Paper Limited,Basic Materials,Paper & Paper Products,7050.0,Small Cap
JKTYRE,JK Tyre & Industries Limited,Consumer Cyclical,Auto Parts,10974.0,Small Cap
JLHL,Jupiter Life Line Hospitals Limited,Healthcare,Medical Care Facilities,9751.0,Small Cap
JMA,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,Auto Parts,202.0,Small Cap
JMFINANCIL,JM Financial Limited,Financial Services,Capital Markets,12508.0,Small Cap
JNKINDIA,JNK India Limited,Industrials,Specialty Industrial Machinery,2543.0,Small Cap
JNPR,Juniper Green Energy Limited,Utilities,Utilities - Renewable,14705.0,Small Cap
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Financial Services,Asset Management,1004.0,Small Cap
JPPOWER,Jaiprakash Power Ventures Limited,Utilities,Utilities - Independent Power Producers,11637.0,Small Cap
JSFB,Jana Small Finance Bank Limited,Financial Services,Banks - Regional,6030.0,Small Cap
JSL,Jindal Stainless Limited,Basic Materials,Steel,57718.0,Large Cap
JSLL,Jeena Sikho Lifecare Limited,Healthcare,Medical Care Facilities,6394.0,Small Cap
JSWCEMENT,,Basic Materials,Building Materials,16790.0,Mid Cap
JSWDULUX,JSW Dulux Limited,Unknown,Unknown,14217.0,Small Cap
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,99095.0,Large Cap
JSWHL,JSW Holdings Limited,Financial Services,Asset Management,12368.0,Small Cap
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,79549.0,Large Cap
JSWSTEEL,JSW Steel Limited,Basic Materials,Steel,320745.0,Large Cap
JTEKTINDIA,JTEKT India Limited,Consumer Cyclical,Auto Parts,3487.0,Small Cap
JTLIND,JTL Industries Limited,Basic Materials,Steel,3092.0,Small Cap
JUBLCPL,Jubilant Agri and Consumer Products Limited,Basic Materials,Specialty Chemicals,3265.0,Small Cap
JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,Restaurants,33387.0,Mid Cap
JUBLINGREA,Jubilant Ingrevia Limited,Basic Materials,Specialty Chemicals,11190.0,Small Cap
JUBLPHARMA,Jubilant Pharmova Limited,Healthcare,Drug Manufacturers - Specialty & Generic,14412.0,Small Cap
JUNIPER,Juniper Hotels Limited,Consumer Cyclical,Lodging,4607.0,Small Cap
JUSTDIAL,Just Dial Limited,Communication Services,Internet Content & Information,5585.0,Small Cap
JWL,Jupiter Wagons Limited,Industrials,Railroads,10509.0,Small Cap
JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,Household & Personal Products,7781.0,Small Cap
JYOTICNC,Jyoti CNC Automation Limited,Industrials,Specialty Industrial Machinery,22449.0,Mid Cap
JYOTISTRUC,Jyoti Structures Limited,Industrials,Specialty Industrial Machinery,1258.0,Small Cap
KABRAEXTRU,Kabra Extrusiontechnik Limited,Industrials,Specialty Industrial Machinery,2084.0,Small Cap
KAJARIACER,Kajaria Ceramics Limited,Industrials,Building Products & Equipment,19234.0,Mid Cap
KALAMANDIR,Sai Silks (Kalamandir) Limited,Consumer Cyclical,Apparel Retail,1283.0,Small Cap
KALPATARU,,Real Estate,Real Estate - Development,5856.0,Small Cap
KALYANIFRG,Kalyani Forge Limited,Consumer Cyclical,Auto Parts,247.0,Small Cap
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,62987.0,Large Cap
KAMAHOLD,KAMA Holdings Limited,Industrials,Conglomerates,,Unknown
KAMATHOTEL,Kamat Hotels (India) Limited,Consumer Cyclical,Lodging,658.0,Small Cap
KAMOPAINTS,Kamdhenu Ventures Limited,Basic Materials,Steel,152.0,Small Cap
KANANIIND,Kanani Industries Limited,Consumer Cyclical,Luxury Goods,29.0,Small Cap
KANPRPLA,Kanpur Plastipack Limited,Consumer Cyclical,Packaging & Containers,681.0,Small Cap
KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,Specialty Chemicals,16134.0,Mid Cap
KAPSTON,Kapston Services Limited,Industrials,Specialty Business Services,1543.0,Small Cap
KARMAENG,Karma Energy Limited,Utilities,Utilities - Renewable,45.0,Small Cap
KARURVYSYA,The Karur Vysya Bank Limited,Financial Services,Banks - Regional,33539.0,Mid Cap
KAVDEFENCE,,Technology,Communication Equipment,359.0,Small Cap
KAYA,Kaya Limited,Consumer Defensive,Household & Personal Products,541.0,Small Cap
KAYNES,Kaynes Technology India Limited,Technology,Electronic Components,26368.0,Mid Cap
KCP,The KCP Limited,Basic Materials,Building Materials,2269.0,Small Cap
KCPSUGIND,K.C.P. Sugar and Industries Corporation Limited,Consumer Defensive,Confectioners,382.0,Small Cap
KDDL,KDDL Limited,Consumer Cyclical,Luxury Goods,4867.0,Small Cap
KEC,KEC International Limited,Industrials,Engineering & Construction,11352.0,Small Cap
KECL,Kirloskar Electric Company Limited,Industrials,Specialty Industrial Machinery,864.0,Small Cap
KEEPLEARN,DSJ Keep Learning Limited,Consumer Defensive,Education & Training Services,30.0,Small Cap
KEI,KEI Industries Limited,Industrials,Electrical Equipment & Parts,52922.0,Large Cap
KELLTONTEC,Kellton Tech Solutions Limited,Technology,Software - Application,726.0,Small Cap
KENNAMET,Kennametal India Limited,Industrials,Tools & Accessories,9092.0,Small Cap
KERNEX,Kernex Microsystems (India) Limited,Technology,Software - Application,3199.0,Small Cap
KEYFINSERV,Keynote Financial Services Limited,Financial Services,Capital Markets,143.0,Small Cap
KFINTECH,KFin Technologies Limited,Technology,Software - Application,16618.0,Mid Cap
KHAICHEM,Khaitan Chemicals and Fertilizers Limited,Basic Materials,Agricultural Inputs,559.0,Small Cap
KHAITANLTD,Khaitan (India) Limited,Industrials,Industrial Distribution,74.0,Small Cap
KHANDSE,Khandwala Securities Limited,Financial Services,Capital Markets,27.0,Small Cap
KICL,Kalyani Investment Company Limited,Financial Services,Asset Management,2310.0,Small Cap
KIMS,Krishna Institute of Medical Sciences Limited,Healthcare,Medical Care Facilities,30947.0,Mid Cap
KINGFA,Kingfa Science & Technology (India) Limited,Basic Materials,Specialty Chemicals,7989.0,Small Cap
KIOCL,KIOCL Limited,Basic Materials,Steel,23158.0,Mid Cap
KIRANVYPAR,Kiran Vyapar Limited,Financial Services,Capital Markets,,Unknown
KIRIINDUS,Kiri Industries Limited,Basic Materials,Specialty Chemicals,3289.0,Small Cap
KIRLFER,Kirloskar Ferrous Industries Limited,Industrials,Metal Fabrication,7284.0,Small Cap
KIRLOSBROS,Kirloskar Brothers Limited,Industrials,Specialty Industrial Machinery,15065.0,Mid Cap
KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,Specialty Industrial Machinery,29657.0,Mid Cap
KIRLOSIND,Kirloskar Industries Limited,Industrials,Metal Fabrication,3881.0,Small Cap
KIRLPNU,Kirloskar Pneumatic Company Limited,Industrials,Specialty Industrial Machinery,9370.0,Small Cap
KISSHT,OnEMI Technology Solutions Limited,Financial Services,Credit Services,5215.0,Small Cap
KITEX,Kitex Garments Limited,Consumer Cyclical,Apparel Manufacturing,2520.0,Small Cap
KKCL,Kewal Kiran Clothing Limited,Consumer Cyclical,Apparel Manufacturing,3182.0,Small Cap
KLBRENG-B,Kilburn Engineering Limited,Industrials,Specialty Industrial Machinery,,Unknown
KMEW,Knowledge Marine & Engineering Works Limited,Industrials,Marine Shipping,6621.0,Small Cap
KMSUGAR,K.M. Sugar Mills Limited,Consumer Defensive,Confectioners,299.0,Small Cap
KNACK,Knack Packaging Limited,Consumer Cyclical,Packaging & Containers,2424.0,Small Cap
KNAGRI,KN Agri Resources Limited,Consumer Defensive,Farm Products,548.0,Small Cap
KNRCON,KNR Constructions Limited,Industrials,Engineering & Construction,3470.0,Small Cap
KOHINOOR,Kohinoor Foods Limited,Consumer Defensive,Packaged Foods,133.0,Small Cap
KOKUYOCMLN,Kokuyo Camlin Limited,Industrials,Business Equipment & Supplies,795.0,Small Cap
KOLTEPATIL,Kolte-Patil Developers Limited,Real Estate,Real Estate - Development,4087.0,Small Cap
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,398404.0,Large Cap
KOTARISUG,Kothari Sugars and Chemicals Limited,Consumer Defensive,Confectioners,292.0,Small Cap
KOTHARIPET,Kothari Petrochemicals Limited,Basic Materials,Specialty Chemicals,786.0,Small Cap
KOTHARIPRO,Kothari Products Limited,Industrials,Conglomerates,408.0,Small Cap
KOTIC,Kothari Industrial Corporation Limited,Basic Materials,Agricultural Inputs,,Unknown
KOVAI,Kovai Medical Center and Hospital Limited,Healthcare,Medical Care Facilities,6529.0,Small Cap
